PressCompany,Category,Document
매일경제,경제,동학 개미 한국 주식 답 정부 부랴부랴 특단 대책 은 상 장사 장부 가치 이하 PBR 배당 수익률 투자 지표 별로 순위 공개 주주 가치 기업 상장 지수 펀드 상장 추진 상장 기업 인적 경우 사주 배정 금지 김소영 금융 위원회 부위 원장 오후 서울 종로구 정부 서울 청사 사주 제도 개선 간담 회 참석 발언 최근 개인 기관 투자자 국내 증시 이탈 미국 증시 현상 정부 코리아 디스 카운트 한국 증시 평가 해소 위 대책 마련 속도 평가 주요 원인 소액 주주 이익 침해 기업 지배구조 거버넌스 개선 위해 사주 관련 제도 예정 상 장사 스스로 주가 부양 위 노력 주가 자산 비율 PBR 주요 투자 지표 업종 별로 비교 공시 기업 밸류업 프로그램 준비 중이 통해 현재 전체 상장 사의 PBR 이하 평가 기업 비중 확 목표 금융 위원회 김소영 부위 원장 주재 상장법인 주식 제도 개선 간담 회 기업 인적 분할 기존 법인 보유 사주 신설 회사 신주 배정 관행 금지 내용 사주 제도 개선 안 발표 인적 분할 사업 부문 분리 설법 설립 뒤 설법 신주 기존 주주 분배 기업 구조 개편 방식 말 회사 지주회사 사업 회사 과정 주주 분할 비율 기존 보유 분율 만큼 지주사 사업 회사 주식 배정 문제 과정 지주사 보유 사주 사업 회사 신주 배정 현행 제도 사주 의결권 배당 신주인수권 모든 권한 정지 인적 분할 관련 법령 판례 그동안 사주 보유 법인 대부분 기존 회사 보유 사주 신설 회사 신주 배정 관행 일삼 기존 회사 취득 신설 회사 주식 최대 주가 새 회사 대한 지배 악용 자사 주의 마법 횡행 금융 당국 설명 주주 별도 추가 출자 설법 대한 지배 수 셈 당국 상장법인 대해 인적 분할 사주 신주 배정 차단 내용 자본시장 법 시행 인적 분할 후 신설 회사 재상 추진 경우 배당 확대 주의 권익 고하 방안 포함 대해 심사 사주 보유 비중 이상인 경우 이사회 비중 검토 사업 보고서 보유 사유 추가 매입 계획 소각 매각 계획 공시 의무 사주 처분 처분 목적 처분 상대방 선정 사유 일반 주주 권익 영향 대해 구체 의무 확대 금융 당국 중 발표 기업 밸류업 프로그램 통해 기존 대로 상장 사의 주가 자산 비율 PBR 자본 이익 률 ROE 뿐 주가 수익 비율 PER 배당 수익률 기준 삼은 상 장사 순위 공개 예정 해당 기업 순위 업종 별로 비교 공시 방안 현재 상장 사가 작성 기업 지배구조 보고서 기업 가치 계획 기재 가치 기업 구성 상품 지수 개발 추종 상장 지수 펀드 ETF 상장 추진 내용 한국 거래소 지난 기준 코스피 코스닥 상 장사 개사 중 달 개사 PBR 배 이하 PBR 기업 PBR 배 기업 보유 자산 장부 가로 시가총액 못 뜻 앞서 제도 도입 일본 경우 말 달 PBR 미만 상 장사 비중 축소 도쿄 거래소 상장 유지 기준 유통 주식 비율 제시 충족 위해 사주 소각 상장 날 혼 게이 신문 닛 케이 지난해 사주 소각 일본 상장 역대 최대 곳 달 지난해 미쓰비시 UFJ 파이 낸셜 그룹 발행 완료 주식 해당 소각 달 개사 발행 주식 소각 사주 소각 주식 수가 ROE 자본 이익 률 우려 만큼 대표 주가 부양 정책 김재 은 NH 투자 증권 연구원 일본 사례 주주 환원 개선 외국인 투자자 유입 확인 며 한국 기업 가치 개선 정책 밸류 션 주가 영향 수 때문 기업 변화 가능성 대한 투자자 기대 주식시장 반영 분석
디지털타임스,경제,삼성 건설 계 열사 영업 익 시대 리나 삼성 엔지니어링 사옥 삼성 그룹 건설 계열 사의 영업 이익 타 건설 사의 영업 이익 크게 앞 전망 엔지니어링 지난해 영업 이익 기록 창사 최대 실적 기록 실적 발표 삼성 물산 건설 부문 영업 익 역시 창사 최대 기록 예측 삼성 그룹 건설 계열 사의 영업 이익 시대 유력 시 건설업 엔지니어링 지난해 영업 이익 달성 실적 시기 매출 증가 순이익 기록 삼성 엔지니어링 지난해 영업 이익 기록 년도 증가 수준 삼성 엔지니어링 관계자 지난해 양질 해외 프로젝트 매출 반영 혁신 통한 원가 개선 안정 실적 흐름 며 기본 설계 FEED 프로젝트 지속 수주 수소 개발 프로젝트 사업 본격 에너지 탄소 포집 분야 글로벌 기업 기술 협약 의미 성과 고 설명 삼성 물산 건설 부문 영업 이익 창사 최대 기록 예상 물산 지난해 영업 이익 물산 오세철 사장 부임 연속 해외 건설 수주 실적 위 차지 해외 건설 시장 물산 날 오후 지난해 잠정 실적 공시 예정 반면 시기 대우건설 주요 건설 사의 실적 매출 영업 이익 감소 건설 원자재 가격 크게 수익률 영향 대우건설 지난해 매출 달성 연초 매출 목표 치 초과 달성 영업 이익 실적 대비 감소 건설업 관계자 타 건설 사의 경우 하반기 본격 부동산 경기 하락 영향 삼성 물산 엔지니어링 해외 사업 위주 포트폴리오 국내 경기 변수 편 라며 삼성 그룹 건설 계열 사의 실적 호전 국내 부동산 경기 불안 속 성과 더욱 의미 고 전
서울경제,경제,주주 사주 마법 인적 분할 사주 배정 금지 금융위 사주 개선 안 발표 사주 제외 총 정보 공개 코리아 디스 카운트 해소 김소영 왼쪽 두 금융 위원회 부위 원장 오후 정부 서울 청사 사주 제도 개선 간담 회 참석 발언  서울 경제 기업 인적 분할 시 사주 대해 신주 배정 금지 방안 추진 대주 주가 추가 출자 지배 편법 위 조치 코리아 디스 카운트 해소 일정 부분 역할 대감 정부 사주 소각 의무 포이즌필 기존 주주 시세 싼값 신주 발행 제도 대주 주의 경영 방어 수단 상황 더 논의 입장 금융 위원회 정부 서울 청사 김소영 부위 원장 주재 상장법인 사주 제도 개선 간담 회 내용 상장법인 사주 제도 개선 방안 발표 자사 본인 발행 주식 다시 취득 보관 주식 과거 금지 주주 가치 위해 이후 단계 허용 상법 개정 이후 비상 기업 배당 가능 이익 한도 안 취득 수 사주 취득 소각 배당 대표 주주 환원 정책 사주 취득 후 소각 발행 주식 수가 때문 주식 수당 순이익 증가 주가 상승 수 때문 우리나라 주주 환원 목적 사주 취득 소각 극적 비판 제기 정부 기업 인적 분할 과정 사주 최대 주의 지배 수단 활용 지적 인적 분할 분 구조 유지 회사 방식 기존 회사 분 주주 인적 분할 이후 존속 회사 신설 회사 대해 서도 분 기존 회사 의결권 사주 분 라면 배정 신설 회사 분 대해 의결권 자사 주의 마법 발생 통해 기존 회사 지배 주주 추가 출자 신설 회사 대한 지배 수 금융위 관계자 사주 대해 의결권 배당 신주인수권 모든 주권 정지 인적 분할 법령 판례 사주 신주 배정 며 사주 마법 발생 회사 자금 주주 지배 데 활용 비판 고 설명 정부 상장법인 대해 인적 분할 시 신규 배정 금지 인적 분할 후 재상 경우 배당 확대 종합 투자자 보호 방안 요구 상장 심사 사주 일정 규모 가지 경우 보유 사유 사주 추가 매입 계획 사주 소각 매각 계획 구체 활용 계획 사업 보고서 공시 의무 부과 방침 자사 주가 시가총액 효과 사주 제외 시가총액 정보 일정 주기 산출 투자자 제공 금융위 올해 상반기 중 자본시장 법 시행 개정 목표 방안 후속 절차 추진 방침 사주 소각 의무 방안 제외 지난해 금융위 자문 기구 금융 발전 심의회 사주 소각 의무 제안 기업 경영 활동 과도 제약 뿐 사유재산 침해 수 논란 의식 결과 사주 소각 일률 강제 기업 해외 투기 자본 경영 보호 수단 지적도 제기 재계 포이즌필 차등 의결권 기업 경영 방어 제도 개편 목소리 포이즌필 적대 인수합병 M A 경영 침해 발생 기존 주주 대해 저가 신주인수권 부여 제도 말 날 김 부위 원장 자사 주가 대주 주의 편법 사익 추구 수단 악용 주주 가치 고라 제도 본연 취지 운용 수 사주 소각 의무 적극 방안 강 구해 의견 반면 기업 경영 활동 위 실질 수요 감안 의견 종합 고려 고 설명 사주 대한 규제 자체 인적 분할 사주 취득 자체 결과 수 부작용 우려 최준 선 성균관대 법학 전문 대학원 명예 교수 규제 아무 물 분할 안 상황 사주 자꾸 인적 분할 시스템 수 며 자사 주가 주가 부양 수 규제 늘 풍선 효과 지적
파이낸셜뉴스,경제,KT 목표 주가 후 증권 변명 목표 주가 주가 김영섭 KT 대표 KT 제공  증권 KT 주가 목표 주가 후 지금 적극 매수 고 김홍식 연구원 국내 투자가 도세 주춤 가운데 외국인 컨센서스 흐름 달리 최근 KT 주가 폭 모습 추격 매수 임 상황 며 실적 발표 이후 투자가 입장 취할 변수 데 다가 외국인 설날 이후 지속 해도 과거 사례 볼 외국인 매수 KT 주가 장기 상승세 판단 고 증권 KT 목표 가로 유지 종가 달 상황 김 연구원 연간 영업 이익 감소 전환 함 동시 탑 라인 비용 지표 이익 감소 우려 전망 데이터 용량 별로 촘촘하 구성 G 금제 출시 통법 폐기 가능성 고조 이동통신 사업자 출범 가능성 규제 상황 실적 흐름 규제 상황 감안 현 주가 매력 고 평가 앞서 지난해 말 KT 주식 하루 처분 낫다 며 실적 흐름 규제 환경 KT 주가 고 말 반면 KB 증권 KT 목표 주가 바 김준섭 KB 증권 연구원 KT 투자 포인트 B B 사업 성장 세 지속 가운데 KT 실적 감소 대한 우려 주가 과도 반영 판단 며 G 가입자 수 로밍 매출 증가 KT 별도 매출 액 증가 기여 판단 김홍식 증권 연구원 KT 평가 관련 부동산 포함 실질 자산 가치 기인 보고 PBR 배 해외 통신사 PBR 비교 극단 평가 김 연구원 국내 통신 사의 ROE 주요 선진국 통신사 대비 크게 수준 KT 경우 ROE 기록 중 이기 때문 통신사 주가 바닥 PBR 배당 수익률 입증 며 현재 통신 중 KT 배당 수익률 가장 실적 규제 리스크 부상 통신사 주가 하락 KT 주가 가장 타격 입 가능성 고 말
파이낸셜뉴스,경제,도요타 세계 위 자동차 업체 수성 에어백 폭발 전기차 부진 전망  일본 도요타 자동차 판매 대수 기준 세계 위 자리 지속 도요타 미래 자동차 시장 중심 전기차 시장 영향력 에어백 폭발 안전성 문제 계속 도마 향후 전망 먹구름 AP 연합 일본 도요타 자동차 판매 대수 기준 세계 최대 자동차 업체 자리 위 독일 폭스바겐 도요타 폭스바겐 판매 성장 세 모습 십년 지속 에어백 폭발 문제점 해결 못 미래 자동차 중심 전기차 부문 발자취 향후 성장 의문 제기 세계 최대 자동차 업체 CNN 은 이하 현지 도요타 판매 대수 기준 세계 위 자동차 업체 자리 연속 보도 도요타 다이하츠 히노 브랜드 포함 지난해 판매 사상 최대 규모 년비 증가 위 기록 폭스바겐 판매 증가 율 도요타 배 육박 도요타 폭스바겐 이후 서로 위 자리 반복 도요타 당시 세계 최대 자동차 업체 미국 제너럴모터스 GM 세계 위 자리 도요타 폭스바겐 위 자리 이후 두 업체 위 자리 엎치락뒤치락 도요타 위 수성 요인 수요 반도체 부족 완화 꼽았다 시장 성장 세 도요타 위 수성 발판 해외 시장 매출 증가 반면 일본 국내 시장 판매 폭증 신뢰 금 도요타 위 수성 갈수록 전망 도요타 협력 사인 도요타 산업 개발 디젤엔진 인 시험 발견 일부 차종 출하 중단 발표 발견 디젤엔진 모델 인기 랜드 크루저 스포츠 유틸리티 차량 SUV 하이 에이스 포함 개 모델 달 전 도요타 소형차 브랜드 다이하츠 국내 생산 일시 중단 기도 안전성 검사 위조 때문 디젤엔진 성능 안전성 검사 위조 도요타 신뢰 금 지난주 코 롤라 RAV 컴팩트 SUV 특정 모델 약 에어백 폭발 경고 이후 생산 자동차 모델 에어백 부분 폭발 수 부상 사망 위험 도요타 유주 경고 폭발 위험 다카 타 에어백 장착 자동차 만대 수년 리콜 문제 해결 뜻 전기차 불안 도요타 유럽 북미 시장 폭스바겐 성장 세 치 폭스바겐 출하 지난해 북미 시장 유럽 시장 급증 세계 최대 자동차 시장 중국 장내 경쟁 격화 토종 업체 전기차 중심 급성 수요 전기차 대명사 테슬라 지난해 중국 비야 디 전기차 위 자리 경쟁 속 대적 가격 전쟁 시작 도요타 전기차 시장 열세 폭스바겐 전기차 판매 대수 지난해 대로 가까이 폭증 반면 도요타 고작 뿐 도요타 대신 하이브리드 주력 플러그인 하이브리드 포함 도요타 지난해 전기차 판매 대수 한편 비야 디 공시 지난해 익 년비 최대 폭증 추산
디지털타임스,경제,건설업 회사채 연 흥행 롯데 건설 롯데 건설 규모 회사채 조달 최대 주주 롯데 케미칼 신용 보강 앞서 회사채 예측 진행 건설 SK 에코 플랜트 모집 금액 배 수준 주문 롯데 건설 흥행 수 관심 롯데 건설 지난 증권 고서 제출 조달 준비 착수 KB 증권 대표 관사 참여 증권 한국 투자 증권 투자 증권 하이 투자 증권 채권 인수 KB 증권 한국 투자 증권 투자 증권 하이 투자 증권 인수 롯데 건설 롯데 케미칼 신용 보강 통해 한국 기업 평가 나이스 신용 평가 AA 등급 희망 금리 밴드 동일 만기 롯데 케미칼 민평 최대 bp 가산 수준 제시 현재 롯데 건설 신용등급 A 부정 납입일 기준 지난해 초 기준 규모 발행 채권 지난 만기 올해 채권 발행 최근 대형 건설 회사채 발행 흥행 롯데 건설 관심 건설 지난 예측 목표 액 배 주문 예측 진행 SK 에코 플랜트 모집 건설 모집 액 기준 민 평보 금리 형성 건설 신세계 건설 사모 시장 채권 발행 부담 작용 수 건설업 관계자 최근 부동산 시장 침체 건설 워크아웃 건설업 대한 투자 기피 현상 기업 실적 보유 곳 예측 모집 액 훌쩍 돈 며 PF 부실 우려 부정 평가 지배 상황 롯데 건설 회사채 모집 향후 건설업 시장 판가름 분수령 말
머니S,경제,개월 바이오 직스 주가 우상 향 이유 바이오 직스 거래 연속 상승세 지난해 이후 첫 돌파 미국 중국 바이오 텍 규제 강화 우시 바이오 직스 중국 바이오 급락 바이오 직스 주가 개월여 미국 정부 중국 바이오 텍 기업 대상 규제 강화 예고 사진 바이오 직스 공장 전경 사진 바이오 직스 바이오 직스 주가 우상 향 그래프 미국 정부 중국 바이오 텍 대상 규제 강화 예고 직접 수혜 예상 전망 바이오 직스 주요 경쟁 사인 중국 위탁 개발 생산 CDMO 대표 기업인 우시 바이오 직스 주가 약세 반면 바이오 직스 주가 개월여 돌파 한국 거래소 바이오 직스 지난 종가 기준 바이오 직스 주가 전 거래 대비 상승 달성 주 고가 경신 거래 연속 상승세 바이오 직스 주가 지난해 이후 처음 바이오 직스 주가 상승 미국 정부 중국 바이오 텍 향 규제 강화 예고 게 주요 배경 지난 현지 미국 의회 중국 바이오 기업 거래 금지 바이오 안보 법안 발의 법안 중국 바이오 기업 미국 안보 위협 거래 금지 내용 미국 세금 유입 미국인 유전자 데이터 해외 공유 방지 취지 법안 명시 주요 기업 중국 BGI 중국인민해방군 계 베이징 유전체 연구소 그룹 우시 바이오 직스 우시 앱텍 우시 바이오 직스 자회사 포함 크리스 첸 우시 바이오 직스 최고경영자 CEO 중국 인민해방군 PLA 군사 의학 아카데미 겸임 교수 내용 우시 바이오 직스 중국 바이오 기업 주가 급락 월스트리트 널 법안 발의 지난 홍콩 증시 상장 우시앱택 주가 약 하락 우시 바이오 직스 우시 XDC 약 급락 법안 대해 투자자 악재 우시 바이오 직스 지난 JP 모건 헬 스케 콘퍼런스 통해 시작 프로젝트 중 미국 고객 사의 비중 달 고 바이오 직스 CDMO 기업 이익 볼 대감 이유 바이오 직스 지속 실적 확대 주가 상승 긍정 영향 바이오 직스 지난해 연결 기준 매출 영업 이익 기록 동기 대비 증가 수치 화이자 노바티스 빅파마 대규모 위탁 생산 계약 체결 연간 액 역대 최고 실적 달성 누적 수주 액 약 약 글로벌 톱 개 약사 중 개 약사 고객 확보 올해 바이오 직스 실적 확대 전망 에프 가이드 올해 바이오 직스 매출 액 대비 증가 업계 최초 매출 클럽 진입 예고 영업 이익 대비 증가 박병국 NH 투자 증권 연구원 중국 바이오 기업 규제 본격 미국 매출 비중 달 우시 바이오 직스 중국 바이오 의약품 위탁 발생 산이 타격 라며 바이오 직스 국내 기업 중국 물량 수혜 볼 수 고 말
서울경제,경제,적자 PER 배 엔젤 보 케이 알 평가 극복 관건 시그널 내년 흑자 전환 가정 IPO 도전 두산 로보틱스 비교 대상 파두 NH 증권 주관 서울 경제 로봇 산업 대한 시장 관심 가운데 엔젤 로보틱스 케이 알 시스템 관련 새내기 종목 코스닥 상장 IPO 도전 두 회사 기업가 산출 과정 지난해 IPO 입성 시 투자자 인기 지난해 두산 로보틱스 비교 대상 택했다 배 주가 수익 비율 PER 적용 시장 평가 눈초리 극복 게 IPO 성공 열쇠 전망 금융감독원 자공시 시스템 재활 로봇 제조 기업 엔젤 로보틱스 유압 시험 장비 로봇 제조 기업 케이 알 시스템 지난 증권 고서 제출 본격 공모 절차 돌입 엔젤 로보틱스 케이 알 시스템 희망 가격 범위 하단 기준 원 원 전액 신주 발행 형태 모집 두 기업 이익 내지 못 기술 특례 전형 택했다 기술 특례 상장 위 한국 거래소 지정 평가 기관 자사 기술 대해 BBB 급 등급 두 기업 등급 A 급 두 기업 기술 불구 투자자 설득 위해 과제 만 우려 지난해 코스피 두산 로보틱스 유사 기업 피어 Peer 그룹 선정 점 대표 일반 IPO 진행 기업 공모 책정 과정 피어 그룹 평균 PER 자사 PER 활용 때문 그룹 구성 평가 논란 일기도 앞서 두산 로보틱스 국내 기업 삼익 THK 테크 해외 기업 화낙 야스 카 전기 피어 그룹 엔젤 로보틱스 케이 알 시스템 삼익 THK 테크 피어 그룹 선정 케이 알 시스템 기계 공업 추가 포함 결과 엔젤 로보틱스 PER 은 배 케이 알 시스템 PER 은 배 계산 두산 로보틱스 배 PER 적용 두산 로보틱스 지난해 상반기 온기 기준 원 매출 예상 유사시 그룹 지원 수 대기업 계열 사라 점 적자 기업 임 평가 논란 극복 지난해 누적 기준 원 원 매출 엔젤 로보틱스 케이 알 시스템 성장 대한 대감 수 얘기 파두 사태 이후 이익 미실 현 기업 대한 불안감 해소 점도 부담 엔젤 로보틱스 지난해 추정 매출 원 약 배 원 기록 흑자 전환 영업 이익 원 달성 제시 영업 이익 원 대비 배 가까이 케이 알 시스템 영업 이익 원 흑자 전환 후 원 늘 예상 공교 롭 도 파두 상장 주관 NH 투자 증권 두 기업 상장 대표 관사 NH 투자 증권 입장 공모 과정 평가 논란 최대한 피해 부담 금융 당국 역시 실적 현실 포함 증권 신고 기재 내용 엔젤 로보틱스 달 증권 고서 효력 발생 함 불구 기관 투자가 대상 예측 예정 금감원 상장 일정 변경 수준 신고 정정 요청 대응 위해 일정 연초 과열 모주 시장 진정 세 공모 흥행 영향 수도 첫 IPO 종목 우진 텍 상장 수익률 반면 전날 상장 포스 뱅크 상 승률 모주 급 등락 반복 투자자 모주 옥석 예상 수 투자 은행 IB 업계 관계자 인공 지능 AI 로봇 분야 모험 자본 유망 투자 처 IPO 추진 기업 사실 국내 로봇 산업 이익 구간 상황 관련 종목 기업가 치가 과열 측면 고 말
서울경제,경제,H 지수 끝 당분간 은행 안 판다 홍콩 H 지수 ELS 손실 눈덩이 시중 은행 중 곳 ELS 판매 전면 중단 정숙 왼쪽 세 무소속 의원 국회 홍콩 H 지수 ELS 피해자 모임 사태 해결 회견  서울 경제 홍콩 H 지수 가연 증권 ELS 손실 눈덩이 가운데 시중 은행 ELS 판매 전면 중단 금융 당국 판매 중단 압박 최근 금융시장 변동성 상황 고려 소비자 보호 조치 분석 KB 국민은행 신한은행 비 예금 상품 위원회 은행 ELS 상품 판매 전면 중단 국민은행 관계자 글로벌 금융시장 변동성 확대 상황 고려 ELS 상품 판매 잠정 중단 결정 고 설명 두 은행 향후 시장 안정 성과 소비자 선택 종합 고려 판매 재개 결정 방침 하나은행 ELS 전면 판매 중단 선언 하루 국민은행 신한은행 판매 중단 선언 국내 시중 은행 중 우리은행 제외 모든 은행 ELS 판매 전면 중단 ELS 판매 유지 뜻 우리은행 측은 금융 소비자 선택 보호 위해 판매 지속 예정 라며 금융 당국 개선 방안 검토 결과 판매 정책 정비 계획 말 시중 은행 가운데 NH 농협 은행 원금 보장 파생 결합 사채 ELB 제외 모든 ELS 상품 판매 중단 상태 국회 홍콩 지수 ELS 피해자 모임 사태 해결 회견  은행 전격 판매 중단 결정 전날 금융 당국 수장 은행 ELS 판매 중단 검토 고 손실 사태 홍콩 H 지수 지수 변동성 소비자 피해 우려 때문 실제 홍콩 H 지수 급락 사이 투자자 일본 닛 케이 지수 대한 점 우려 제기 신한은행 관계자 가연 신탁 ELT 가연 펀드 ELF 기초자산 주로 편입 스탠더드 앤드 어스 S P 유로 스톡 스 닛 케이 주요 지수 최근 최고점 형성 며 ELS 상품 특성 금융 소비자 보호 위 능동 관리 판단 고 말 한편 홍콩 H 지수 ELS 피해자 모임 날 서울 여의도 국회 통관 홍콩 H 지수 ELS 사태 회견 예금 위험 상품 판매 관련 규정 법 며 조만간 감사원 공익 감사 청구 예정 은행 불완전 판매 대한 피해 보상 요구 국회 통관 홍콩 지수 ELS 피해자 모임 국회의원 탄원서
서울경제,경제,오늘 대출 환 대상 신청 기간 제한 보증 기관 대출 상품 가능 기존 대출 후 개월 신청 갱신 땐 만기 개월 전체 기간 확대 예정 빌라 오피스텔 담대 환 서울 경제 신용 대출 서비스 주택 담보 대출 서비스 전세 대출 서비스 출시 앞서 출시 서비스 금융 회사 금리 인하 경쟁 유도 효과 만큼 전세 대출 서비스 대한 시장 대감 보증 기관 보증 부 대출 환 수 기간 제한 평가 금융업 날 서민 무 주택 주요 주거 금융 상품 전세 대출 서비스 시작 대상 아파트 오피스텔 빌라 단독주택 모든 주택 대한 보증 부 전세 자금 대출 이용자 총 개 금융 회사 기존 대출 개 금융 회사 신규 상품 수 총 개 네이버 페이 카카오 페이 토스 대출 비교 플랫폼 개 금융 회사 자체 애플리케이션 통해 금리 조건 조회 비교 수 버팀목 전세 자금 대출 금리 연 수준 금리 정책금융 상품 지역 계 대출 이용 소비자 대상 제외 주의 점 기존 대출 대해 보증 제공 보증 기관 보증 기관 보증 부 대출 로만 수 점 한국 주택 금융 공사 HF 대출 보증 대출 차주 은행 HF 보증 부 대출 상품 대해 만 대출 신청 수 대출 비교 플랫폼 기존 대출 보증 기관 신규 대출 상품 비교 추천 금융 회사 자체 앱 경우 회사 별 보증 기관 제휴 현황 미리 확인 대출 신청 금융위 대해 보증 기관 별로 대출 보증 가입 요건 보증 한도 반환 보증 가입 의무 며 전세 대출 환 시 혼선 방지 금융 회사 대출 심사 시 보증 요건 처리 위해 결정 고 설명 신규 전세 대출 제공 금융 회사 별 보증 기관 제휴 현황 사진 제공 금융 위원회 수 전세 대출 기간 제한 기존 대출 개월 지난 시점 전세 임차 계약 기간 절반 전 전세 임차 계약 갱신 개월 전 만기 전 전세 임차 계약 기간 경우 대출 개월 개월 계약 종료 전 인 경우 대출 수 현재 로서 개월 약 개 월간 환 진창 금융위 금융 산업 국장 HF 주택 도시 보증 공사 HUG SGI 서울 보증 개 보증 기관 중 HUG 세금 반환 보증 가입 기간 제한 때문 라며 앞 HUG 협의 통해 대출 이후 개월 전 기간 환 고 말 대출 한도 기존 대출 잔액 이내 제한 전세 임차 계약 갱신 전세 임차 보증금 경우 보증 기관 별 보증 한도 이내 해당 임차 보증금 증액 신규 전세 대출 한도 수 전세 보증금 원 대해 전세 대출 원 보증 한도 경우 계약 갱신 보증금 원 대출 원 증액 담대 서비스 달리 대출 대해 금융 회사 별 환 대출 인프라 통한 취급 한도 제한 한편 금융위 날 현재 아파트 대상 운영 중인 담대 서비스 말 실시간 시세 조회 빌라 오피스텔 이용 대상 확대 담대 서비스 금융 소비자 금리 경감 시중금리 하락 도움 판단 금융위 달 시작 아파트 담대 서비스 영업일 총 명의 차주 금리 대출 신청 중 명의 차주 대출 완료 대출 전체 규모 원 평균 포인트 금리 하락 연 원 이자 절감 효과 발생 금융위 담대 서비스 출시 이후 금융 금리 경쟁 촉진 일반 신규 담대 대해 서도 금리 인하 사례 확인 며 소비자 체감 금리 수준 전반 하락 예상 지난해 말 개시 신용 대출 서비스 경우 약 개 월간 총 명의 차주 금리 대출 이동 총 이동 규모 원 집계 평균 포인트 금리 하락 연 원 이자 절감 효과
서울경제,경제,동남아 몽골 홀린 K 푸드 힘 이마트 롯데 마트 선풍 인기 이마트 매출 배 껑충 MZ 인기 점포 개 한류 영향 김밥 치킨 불티 롯데 델리 코너 자리 부족 바닥 진 풍경 롯데 웨스트레이크 하노이 지하 층 롯데 마트 사진 제공 롯데 마트 서울 경제 이마트 베트남 필리핀 몽골 개국 매출 배 가까이 수직 상승 K 드라마 등장 라면 치킨 김밥 현지 가성 비 프리미엄 제품 통 국산 제품 불티 결과 이마트 베트남 점포 개 동남아 몽골 시장 공략 방침 이마트 이마트 베트남 필리핀 몽골 개국 통합 점포 매출 대비 배 증가 베트남 호점 개점 이마트 현지 매출 본격 발생 시작 개국 점포 수 기간 개 개 배 베트남 호점 개점 후 규제 이슈 상당 기간 베트남 신규 점포 내지 점 코로나 팬데믹 공격 경영 점 감안 성과 게 업계 평가 가장 최근 지난 해 호찌민 판후익 문 연 베트남 호점 경우 개점 첫 달 계획 대비 매출 달성 결제 고객 기준 평균 방문자 명 집계 이마트 호점 머 호점 현지 매출 위 대형 마트 보고 이마트 동남아 몽골 이처럼 약진 현지 선풍 인기 끌 K 푸드 결정 영향 이마트 관계자 베트남 매장 K 푸드 이마트 PB 노 브랜드 현지 세대 중심 인기 끌 며 델리 코너 한국 이마트 피자 김밥 판매 데 줄 서서 음식 자리 주변 취식하 경우 적지 고 전 딸기 샤인 머 스캣 국산 농산물 린다 고 노 브랜드 브랜드 포지셔닝 매출 상승 견인 분석 노 브랜드 상품 우리나라 일반 브랜드 NB 상품 대비 가격 가성 비 상품 통용 현지 중국산 제품 질 가격 합리 프리미엄 제품 통한 게 업계 설명 필리핀 개 노 브랜드 전문점 인기 몰이 중이 이마트 몽골 선전 수도 울란바토르 입점 개 점포 현지 한국 상품 열풍 업계 관계자 K 드라마 배우 음식 지인 무조건 며 김치 신선 식품 생활용품 사랑 고 전 현지 최초 대형 마트 세운 이마트 경우 경험 쇼핑 경험 제공 원스톱 쇼핑 레이스 몽골인 사이 김 평가 이마트 베트남 타코 그룹 필리핀 로빈슨 몽골 알타이 홀딩스 파트너 현지 시장 공략 방침 업계 관계자 동남아 몽골 경우 파트너 도움 공략 며 MZ 세대 이마트 노 브랜드 점 감안 현지 매출 더 가파르 증가 실제 지난해 롯데 웨스트레이크 하노이 지하 층 롯데 마트 K 푸드 인기 피부 실감 수 외식 문화 보편화 베트남 환경 한식 즉석 조리 판매 요리 키친 특화 매장 떡볶이 김밥 양념치킨 불고기 한국 대표 메뉴 불티 식품 구매 고객 취식할 수 석 규모 공간 인파 북적 돗자리 위 음식 고객 눈 대기 포장 전환 고객 요리 키친 매장 음식 조리 과정 고객 직접 확인 수 조리 개방 설계 반응 떡볶이 닭강정 준비 상품 대부분 완판된다 게 롯데 마트 설명 지인 K 푸드 사랑 롯데 마트 곳 확인 롯데 웨스트레이크 하노이 층 롯데리아 매장 진 풍경 연출 매장 자리 고객 주변 의자 일부 아예 바닥 음식 롯데리아 엔제리너스 크리스피크림 도넛 외식 프랜차이즈 브랜드 운영 롯데 GRS 관계자 롯데리아 베트남 현지 인기 브랜드 전 쇼핑몰 층 한식 전문 식당가 K 플레이 버 K Flavor 차돌 수라 돈 치킨 한식 한국 음식 맛보기 위해 지인 대기 행렬 한국 차돌박이 전문점 차돌 베트남 호점 베트남 고객 빈자리 찾기 닭강정 주먹밥 잡채 현지 메뉴 즉석 떡볶이 뷔페 전문점 끼 발길
